1982,"Halloween (1978)",Horror
55,"Georgia (1995)",Drama
184,"Nadja (1994)",Drama
563,"Germinal (1993)",Drama
1687,"Jackal, The (1997)",Action|Thriller
1960,"Last Emperor, The (1987)",Drama|War
279,"My Family (1995)",Drama
542,"Son in Law (1993)",Comedy
1376,"Star Trek IV: The Voyage Home (1986)",Action|Adventure|Sci-Fi
567,"Kika (1993)",Drama
662,"Fear (1996)",Thriller
786,"Eraser (1996)",Action|Thriller
768,"Someone Else's America (1995)",Drama
1293,"Gandhi (1982)",Drama
879,"Relic, The (1997)",Horror
1934,"You Can't Take It With You (1938)",Comedy
504,"No Escape (1994)",Action|Sci-Fi
1093,"Doors, The (1991)",Drama|Musical
1774,"Mass Transit (1998)",Comedy|Drama
836,"Chain Reaction (1996)",Action|Adventure|Thriller
1091,"Weekend at Bernie's (1989)",Comedy
1892,"Perfect Murder, A (1998)",Mystery|Thriller
1036,"Die Hard (1988)",Action|Thriller
1708,"Ill Gotten Gains (1997)",Drama
294,"Perez Family, The (1995)",Comedy|Romance
639,"Girl 6 (1996)",Comedy
1375,"Star Trek III: The Search for Spock (1984)",Action|Adventure|Sci-Fi
225,"Disclosure (1994)",Drama|Thriller
934,"Father of the Bride (1950)",Comedy
664,"Faithful (1996)",Comedy
630,"Carried Away (1996)",Drama|Romance
264,"Enfer, L' (1994)",Drama
1111,"Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)",Documentary
576,"Fausto (1993)",Comedy
202,"Total Eclipse (1995)",Drama|Romance
1407,"Scream (1996)",Horror|Thriller
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
1209,"Once Upon a Time in the West (1969)",Western
1499,"Anaconda (1997)",Action|Adventure|Thriller
1759,"Four Days in September (1997)",Drama
579,"Scorta, La (1993)",Thriller
851,"Basquiat (1996)",Drama
2015,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy
1079,"Fish Called Wanda, A (1988)",Comedy
1183,"English Patient, The (1996)",Drama|Romance|War
832,"Ransom (1996)",Drama|Thriller
1324,"Amityville: Dollhouse (1996)",Horror
2039,"Cheetah (1989)",Adventure|Children's
108,"Catwalk (1995)",Documentary
618,"Two Much (1996)",Comedy|Romance
1630,"Lay of the Land, The (1997)",Comedy|Drama
21,"Get Shorty (1995)",Action|Comedy|Drama
481,"Kalifornia (1993)",Drama|Thriller
1158,"Here Comes Cookie (1935)",Comedy
1514,"Temptress Moon (Feng Yue) (1996)",Romance
1704,"Good Will Hunting (1997)",Drama
1727,"Horse Whisperer, The (1998)",Drama
1391,"Mars Attacks! (1996)",Action|Comedy|Sci-Fi|War
1594,"In the Company of Men (1997)",Drama
435,"Coneheads (1993)",Comedy|Sci-Fi
937,"Love in the Afternoon (1957)",Comedy|Romance
1903,"Hav Plenty (1997)",Comedy
775,"Spirits of the Dead (Tre Passi nel Delirio) (1968)",Horror
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary
16,"Casino (1995)",Drama|Thriller
1908,"Resurrection Man (1998)",Drama|Thriller
162,"Crumb (1994)",Documentary
1309,"Parallel Sons (1995)",Drama|Romance
456,"Fresh (1994)",Drama
359,"I Like It Like That (1994)",Comedy|Drama|Romance
2001,"Lethal Weapon 2 (1989)",Action|Comedy|Crime|Drama
2059,"Parent Trap, The (1998)",Children's|Drama
1226,"Quiet Man, The (1952)",Comedy|Romance
1429,"Jackie Chan's First Strike (1996)",Action
29,"City of Lost Children, The (1995)",Adventure|Sci-Fi
895,"Venice/Venice (1992)",Drama
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy
1701,"Deconstructing Harry (1997)",Comedy|Drama
1266,"Unforgiven (1992)",Western
276,"Milk Money (1994)",Comedy|Romance
1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror
1301,"Forbidden Planet (1956)",Sci-Fi
585,"Brady Bunch Movie, The (1995)",Comedy
302,"Queen Margot (La Reine Margot) (1994)",Drama|Romance
316,"Stargate (1994)",Action|Adventure|Sci-Fi
876,"Police Story 4: Project S (Chao ji ji hua) (1993)",Action
980,"In the Line of Duty 2 (1987)",Action
111,"Taxi Driver (1976)",Drama|Thriller
1965,"Repo Man (1984)",Comedy|Sci-Fi
2031,"$1,000,000 Duck (1971)",Children's|Comedy
170,"Hackers (1995)",Action|Crime|Thriller
1454,"SubUrbia (1997)",Comedy
800,"Lone Star (1996)",Drama|Mystery
654,"Und keiner weint mir nach (1996)",Drama|Romance
1814,"Price Above Rubies, A (1998)",Drama
1743,"Arguing the World (1996)",Documentary
537,"Sirens (1994)",Comedy|Drama
967,"Outlaw, The (1943)",Western
935,"Band Wagon, The (1953)",Comedy|Musical
1629,"MatchMaker, The (1997)",Comedy|Romance
229,"Death and the Maiden (1994)",Drama|Thriller
896,"Wild Reeds (1994)",Drama
1621,"Soul Food (1997)",Drama
751,"Careful (1992)",Comedy
564,"Chasers (1994)",Comedy
2013,"Poseidon Adventure, The (1972)",Action|Adventure
290,"Once Were Warriors (1994)",Crime|Drama
1566,"Hercules (1997)",Adventure|Animation|Children's|Comedy|Musical
30,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",Drama
764,"Heavy (1995)",Drama|Romance
1039,"Synthetic Pleasures (1995)",Documentary
1028,"Mary Poppins (1964)",Children's|Comedy|Musical
1851,"Leather Jacket Love Story (1997)",Drama|Romance
99,"Heidi Fleiss: Hollywood Madam (1995)",Documentary
1765,"Letter From Death Row, A (1998)",Crime|Drama
1628,"Locusts, The (1997)",Drama
1610,"Hunt for Red October, The (1990)",Action|Thriller
1696,"Bent (1997)",Drama|War
1660,"Eve's Bayou (1997)",Drama
1951,"Oliver! (1968)",Musical
524,"Rudy (1993)",Drama
1999,"Exorcist III, The (1990)",Horror
963,"Inspector General, The (1949)",Musical
1323,"Amityville 3-D (1983)",Horror
139,"Target (1995)",Action|Drama
1760,"Spice World (1997)",Comedy|Musical
957,"Scarlet Letter, The (1926)",Drama
972,"Last Time I Saw Paris, The (1954)",Drama
1866,"Big Hit, The (1998)",Action|Comedy
1772,"Blues Brothers 2000 (1998)",Action|Comedy|Musical
3,"Grumpier Old Men (1995)",Comedy|Romance
1262,"Great Escape, The (1963)",Adventure|War
1247,"Graduate, The (1967)",Drama|Romance
1042,"That Thing You Do! (1996)",Comedy
1425,"Fierce Creatures (1997)",Comedy
859,"Hippie Revolution, The (1996)",Documentary
1669,"Tango Lesson, The (1997)",Romance
1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama
407,"In the Mouth of Madness (1995)",Horror|Thriller
901,"Funny Face (1957)",Comedy|Musical
1135,"Private Benjamin (1980)",Comedy
1264,"Diva (1981)",Action|Drama|Mystery|Romance|Thriller
1857,"Real Blonde, The (1997)",Comedy
645,"Nelly & Monsieur Arnaud (1995)",Drama
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller
2048,"Great Mouse Detective, The (1986)",Animation|Children's
1099,"Christmas Carol, A (1938)",Drama
577,"Andre (1994)",Adventure|Children's
801,"Harriet the Spy (1996)",Children's|Comedy
591,"Tough and Deadly (1995)",Action|Drama|Thriller
182,"Moonlight and Valentino (1995)",Drama|Romance
76,"Screamers (1995)",Sci-Fi|Thriller
1428,"Angel Baby (1995)",Drama
1055,"Shadow Conspiracy (1997)",Thriller
1120,"People vs. Larry Flynt, The (1996)",Drama
826,"Diebinnen (1995)",Drama
66,"Lawnmower Man 2: Beyond Cyberspace (1996)",Sci-Fi|Thriller
1901,"Dear Jesse (1997)",Documentary
52,"Mighty Aphrodite (1995)",Comedy
819,"Stefano Quantestorie (1993)",Comedy|Drama
1846,"Nil By Mouth (1997)",Drama
554,"Trial by Jury (1994)",Thriller
1185,"My Left Foot (1989)",Drama
1058,"Bitter Sugar (Azucar Amargo) (1996)",Drama
1957,"Chariots of Fire (1981)",Drama
462,"Good Man in Africa, A (1994)",Action|Adventure
1611,"My Own Private Idaho (1991)",Drama
415,"Another Stakeout (1993)",Comedy|Thriller
341,"Double Happiness (1994)",Drama
385,"Man of No Importance, A (1994)",Drama
1029,"Dumbo (1941)",Animation|Children's|Musical
117,"Young Poisoner's Handbook, The (1995)",Crime
1740,"Men of Means (1998)",Action|Drama
1617,"L.A. Confidential (1997)",Crime|Film-Noir|Mystery|Thriller
1685,"I Love You, I Love You Not (1996)",Romance
134,"Sonic Outlaws (1995)",Documentary
289,"Only You (1994)",Comedy|Romance
128,"Jupiter's Wife (1994)",Documentary
161,"Crimson Tide (1995)",Drama|Thriller|War
830,"First Wives Club, The (1996)",Comedy
253,"Interview with the Vampire (1994)",Drama|Horror
110,"Braveheart (1995)",Action|Drama|War
1674,"Witness (1985)",Drama|Romance|Thriller
178,"Love & Human Remains (1993)",Comedy
795,"Somebody to Love (1994)",Drama
433,"Clean Slate (1994)",Comedy
2034,"Black Hole, The (1979)",Sci-Fi
1672,"Rainmaker, The (1997)",Drama
2037,"Candleshoe (1977)",Adventure|Children's|Comedy
311,"Relative Fear (1994)",Horror|Thriller
389,"Colonel Chabert, Le (1994)",Drama|Romance|War
1792,"U.S. Marshalls (1998)",Action|Thriller
1165,"Bloody Child, The (1996)",Drama|Thriller
1233,"Boat, The (Das Boot) (1981)",Action|Drama|War
1476,"Private Parts (1997)",Comedy|Drama
25,"Leaving Las Vegas (1995)",Drama|Romance
1865,"Wild Man Blues (1998)",Documentary
1065,"Woman in Question, The (1950)",Mystery
321,"Strawberry and Chocolate (Fresa y chocolate) (1993)",Drama
681,"Clean Slate (Coup de Torchon) (1981)",Crime
1466,"Donnie Brasco (1997)",Crime|Drama
1750,"Star Kid (1997)",Adventure|Children's|Fantasy|Sci-Fi
1340,"Bride of Frankenstein (1935)",Horror
223,"Clerks (1994)",Comedy
1589,"Cop Land (1997)",Crime|Drama|Mystery
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama
1561,"Wedding Bell Blues (1996)",Comedy
1377,"Batman Returns (1992)",Action|Adventure|Comedy|Crime
1694,"Apostle, The (1997)",Drama
1661,"Switchback (1997)",Thriller
1924,"Plan 9 from Outer Space (1958)",Horror|Sci-Fi
1005,"D3: The Mighty Ducks (1996)",Children's|Comedy
1567,"Last Time I Committed Suicide, The (1997)",Drama
987,"Bliss (1997)",Drama|Romance
1438,"Dante's Peak (1997)",Action|Thriller
870,"Gone Fishin' (1997)",Comedy
798,"Daylight (1996)",Action|Adventure|Thriller
61,"Eye for an Eye (1996)",Drama|Thriller
1616,"Peacemaker, The (1997)",Action|Thriller|War
2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi
692,"Solo (1996)",Action|Sci-Fi|Thriller
1314,"Breathing Room (1996)",Romance
1276,"Cool Hand Luke (1967)",Comedy|Drama
1620,"Kiss the Girls (1997)",Crime|Drama|Thriller
823,"Collectionneuse, La (1967)",Drama
1265,"Groundhog Day (1993)",Comedy|Romance
2047,"Gnome-Mobile, The (1967)",Children's
196,"Species (1995)",Horror|Sci-Fi
1356,"Star Trek: First Contact (1996)",Action|Adventure|Sci-Fi
566,"Naked in New York (1994)",Comedy|Romance
906,"Gaslight (1944)",Mystery|Thriller
1110,"Bird of Prey (1996)",Action
696,"Butterfly Kiss (1995)",Thriller
613,"Jane Eyre (1996)",Drama|Romance
131,"Frankie Starlight (1995)",Drama|Romance
1285,"Heathers (1989)",Comedy
548,"Terminal Velocity (1994)",Action
1699,"Butcher Boy, The (1998)",Drama
190,"Safe (1995)",Thriller
902,"Breakfast at Tiffany's (1961)",Drama|Romance
393,"Street Fighter (1994)",Action
370,"Naked Gun 33 1/3: The Final Insult (1994)",Comedy
1993,"Child's Play 3 (1992)",Horror
452,"Widows' Peak (1994)",Drama
1261,"Evil Dead II (Dead By Dawn) (1987)",Action|Adventure|Comedy|Horror
1206,"Clockwork Orange, A (1971)",Sci-Fi
782,"Fan, The (1996)",Thriller
1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
140,"Up Close and Personal (1996)",Drama|Romance
1288,"This Is Spinal Tap (1984)",Comedy|Drama|Musical
1927,"All Quiet on the Western Front (1930)",War
979,"Nothing Personal (1995)",Drama|War
1898,"Land Girls, The (1998)",Drama|War
1801,"Man in the Iron Mask, The (1998)",Action|Drama|Romance
1519,"Broken English (1996)",Drama
1001,"Associate, The (L'Associe)(1982)",Comedy
1705,"Guy (1996)",Drama
1057,"Everyone Says I Love You (1996)",Comedy|Musical|Romance
2027,"Mafia! (1998)",Comedy|Crime
926,"All About Eve (1950)",Drama
384,"Bad Company (1995)",Action
1061,"Sleepers (1996)",Crime|Drama
862,"Manny & Lo (1996)",Drama
2063,"Seventh Heaven (Le Septième ciel) (1997)",Drama|Romance
1987,"Prom Night (1980)",Horror
661,"James and the Giant Peach (1996)",Animation|Children's|Musical
1992,"Child's Play 2 (1990)",Horror
339,"While You Were Sleeping (1995)",Comedy|Romance
1333,"Birds, The (1963)",Horror
478,"Jimmy Hollywood (1994)",Comedy
544,"Striking Distance (1993)",Action
580,"Princess Caraboo (1994)",Drama
590,"Dances with Wolves (1990)",Adventure|Drama|Western
474,"In the Line of Fire (1993)",Action|Thriller
1504,"Hollow Reed (1996)",Drama
46,"How to Make an American Quilt (1995)",Drama|Romance
1559,"Next Step, The (1995)",Drama
1082,"Candidate, The (1972)",Drama
461,"Go Fish (1994)",Drama|Romance
157,"Canadian Bacon (1994)",Comedy|War
1374,"Star Trek: The Wrath of Khan (1982)",Action|Adventure|Sci-Fi
1214,"Alien (1979)",Action|Horror|Sci-Fi|Thriller
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
679,"Run of the Country, The (1995)",Drama
899,"Singin' in the Rain (1952)",Musical|Romance
179,"Mad Love (1995)",Drama|Romance
235,"Ed Wood (1994)",Comedy|Drama
2003,"Gremlins (1984)",Comedy|Horror
1554,"Pillow Book, The (1995)",Drama|Romance
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
1680,"Sliding Doors (1998)",Drama|Romance
1006,"Chamber, The (1996)",Drama
1564,"Roseanna's Grave (For Roseanna) (1997)",Comedy|Romance
1445,"McHale's Navy (1997)",Comedy|War
781,"Stealing Beauty (1996)",Drama
1627,"U Turn (1997)",Action|Crime|Mystery
1359,"Jingle All the Way (1996)",Adventure|Children's|Comedy
1867,"Tarzan and the Lost City (1998)",Action|Adventure
1648,"House of Yes, The (1997)",Comedy|Drama|Thriller
1122,"Plutonium Circus (1995)",Documentary
905,"It Happened One Night (1934)",Comedy
1017,"Swiss Family Robinson (1960)",Adventure|Children's
1654,"FairyTale: A True Story (1997)",Children's|Drama|Fantasy
1016,"Shaggy Dog, The (1959)",Children's|Comedy
81,"Things to Do in Denver when You're Dead (1995)",Crime|Drama|Romance
1085,"Old Man and the Sea, The (1958)",Adventure|Drama
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
1606,"Kull the Conqueror (1997)",Action|Adventure
492,"Manhattan Murder Mystery (1993)",Comedy|Mystery
626,"Thin Line Between Love and Hate, A (1996)",Comedy
304,"Roommates (1995)",Comedy|Drama
147,"Basketball Diaries, The (1995)",Drama
1874,"Still Breathing (1997)",Comedy|Romance
1360,"Identification of a Woman (Identificazione di una donna) (1982)",Drama
1419,"Walkabout (1971)",Drama
631,"All Dogs Go to Heaven 2 (1996)",Animation|Children's|Musical
493,"Menace II Society (1993)",Action|Crime|Drama
1931,"Mutiny on the Bounty (1935)",Adventure
1662,"Gang Related (1997)",Crime
633,"Denise Calls Up (1995)",Comedy
942,"Laura (1944)",Crime|Film-Noir|Mystery
180,"Mallrats (1995)",Comedy
1844,"Live Flesh (1997)",Drama
476,"Inkwell, The (1994)",Comedy|Drama
1159,"Love in Bloom (1935)",Romance
325,"National Lampoon's Senior Trip (1995)",Comedy
340,"War, The (1994)",Adventure|Drama
1605,"Excess Baggage (1997)",Adventure|Romance
2060,"BASEketball (1998)",Comedy
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
353,"Crow, The (1994)",Action|Romance|Thriller
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama
976,"Farewell to Arms, A (1932)",Romance|War
578,"Hour of the Pig, The (1993)",Drama|Mystery
1200,"Aliens (1986)",Action|Sci-Fi|Thriller|War
1038,"Unhook the Stars (1996)",Drama
11,"American President, The (1995)",Comedy|Drama|Romance
835,"Foxfire (1996)",Drama
1172,"Cinema Paradiso (1988)",Comedy|Drama|Romance
112,"Rumble in the Bronx (1995)",Action|Adventure|Crime
1119,"Drunks (1997)",Drama
1816,"Two Girls and a Guy (1997)",Comedy|Drama
432,"City Slickers II: The Legend of Curly's Gold (1994)",Comedy|Western
48,"Pocahontas (1995)",Animation|Children's|Musical|Romance
256,"Junior (1994)",Comedy|Sci-Fi
1400,"Somebody is Waiting (1996)",Drama
1094,"Crying Game, The (1992)",Drama|Romance|War
615,"Bread and Chocolate (Pane e cioccolata) (1973)",Drama
1636,"Stag (1997)",Action|Thriller
443,"Endless Summer 2, The (1994)",Documentary
625,"Asfour Stah (1990)",Drama
2045,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance
1304,"Butch Cassidy and the Sundance Kid (1969)",Action|Comedy|Western
1975,"Friday the 13th Part 2 (1981)",Horror
1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
744,"Brothers in Trouble (1995)",Drama
491,"Man Without a Face, The (1993)",Drama
951,"His Girl Friday (1940)",Comedy
1168,"Bad Moon (1996)",Horror
1826,"Barney's Great Adventure (1998)",Adventure|Children's
1639,"Chasing Amy (1997)",Drama|Romance
1126,"Drop Dead Fred (1991)",Comedy|Fantasy
792,"Hungarian Fairy Tale, A (1987)",Fantasy
1858,"Mr. Nice Guy (1997)",Action|Comedy
593,"Silence of the Lambs, The (1991)",Drama|Thriller
1077,"Sleeper (1973)",Comedy|Sci-Fi
1815,"Eden (1997)",Drama
375,"Safe Passage (1994)",Drama
291,"Poison Ivy II (1995)",Thriller
1573,"Face/Off (1997)",Action|Sci-Fi|Thriller
1412,"Some Mother's Son (1996)",Drama
1710,"Man of Her Dreams (1996)",Drama
213,"Burnt By the Sun (Utomlyonnye solntsem) (1994)",Drama
100,"City Hall (1996)",Drama|Thriller
1386,"Terror in a Texas Town (1958)",Western
205,"Unstrung Heroes (1995)",Comedy|Drama
102,"Mr. Wrong (1996)",Comedy
183,"Mute Witness (1994)",Thriller
719,"Multiplicity (1996)",Comedy
346,"Backbeat (1993)",Drama|Musical
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama
495,"In the Realm of the Senses (Ai no corrida) (1976)",Drama
790,"An Unforgettable Summer (1994)",Drama
1167,"Dear God (1996)",Comedy
1746,"Senseless (1998)",Comedy
57,"Home for the Holidays (1995)",Drama
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1841,"Gingerbread Man, The (1998)",Drama|Thriller
1633,"Ulee's Gold (1997)",Drama
897,"For Whom the Bell Tolls (1943)",Adventure|War
597,"Pretty Woman (1990)",Comedy|Romance
1754,"Fallen (1998)",Action|Mystery|Thriller
571,"Wedding Gift, The (1994)",Drama
753,"Month by the Lake, A (1995)",Comedy|Drama
514,"Ref, The (1994)",Comedy
1535,"Love! Valour! Compassion! (1997)",Drama|Romance
1255,"Bad Taste (1987)",Comedy|Horror
838,"Emma (1996)",Comedy|Drama|Romance
89,"Nick of Time (1995)",Action|Thriller
245,"Glass Shield, The (1994)",Crime|Drama
1675,"Incognito (1997)",Crime|Thriller
1657,"Wonderland (1997)",Documentary
239,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance
473,"In the Army Now (1994)",Comedy|War
998,"Set It Off (1996)",Action|Crime
1287,"Ben-Hur (1959)",Action|Adventure|Drama
770,"Costa Brava (1946)",Drama
2025,"Lolita (1997)",Drama|Romance
1140,"Entertaining Angels: The Dorothy Day Story (1996)",Drama
1462,"Unforgotten: Twenty-Five Years After Willowbrook (1996)",Documentary
255,"Jerky Boys, The (1994)",Comedy
364,"Lion King, The (1994)",Animation|Children's|Musical
441,"Dazed and Confused (1993)",Comedy
1307,"When Harry Met Sally... (1989)",Comedy|Romance
1274,"Akira (1988)",Adventure|Animation|Sci-Fi|Thriller
1921,"Pi (1998)",Sci-Fi|Thriller
890,"Baton Rouge (1988)",Thriller
1330,"April Fool's Day (1986)",Comedy|Horror
1539,"Twin Town (1997)",Comedy|Crime
338,"Virtuosity (1995)",Sci-Fi|Thriller
602,"Great Day in Harlem, A (1994)",Documentary
14,"Nixon (1995)",Drama
842,"Tales from the Crypt Presents: Bordello of Blood (1996)",Horror
1647,"Playing God (1997)",Crime|Thriller
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama
1524,"Turning, The (1992)",Drama
444,"Even Cowgirls Get the Blues (1993)",Comedy|Romance
1430,"Underworld (1997)",Thriller
1272,"Patton (1970)",Drama|War
1133,"Talking About Sex (1994)",Comedy|Drama
1625,"Game, The (1997)",Mystery|Thriller
1695,"Artemisia (1997)",Drama
993,"Infinity (1996)",Drama
1683,"Wings of the Dove, The (1997)",Drama|Romance|Thriller
1966,"Metropolitan (1990)",Comedy
1541,"Addicted to Love (1997)",Comedy|Romance
1207,"To Kill a Mockingbird (1962)",Drama
226,"Dream Man (1995)",Thriller
1103,"Rebel Without a Cause (1955)",Drama
1641,"Full Monty, The (1997)",Comedy
1939,"Best Years of Our Lives, The (1946)",Drama|War
1653,"Gattaca (1997)",Drama|Sci-Fi|Thriller
716,"Switchblade Sisters (1975)",Crime
766,"I Shot Andy Warhol (1996)",Drama
1984,"Halloween III: Season of the Witch (1983)",Horror
875,"Nothing to Lose (1994)",Drama
849,"Escape from L.A. (1996)",Action|Adventure|Sci-Fi|Thriller
1663,"Stripes (1981)",Comedy
1021,"Angels in the Outfield (1994)",Children's|Comedy
207,"Walk in the Clouds, A (1995)",Drama|Romance
1045,"Love Is All There Is (1996)",Comedy|Drama
1623,"Wishmaster (1997)",Horror
1729,"Jackie Brown (1997)",Crime|Drama
586,"Home Alone (1990)",Children's|Comedy
1563,"Dream With the Fishes (1997)",Drama
1489,"Cats Don't Dance (1997)",Animation|Children's|Musical
673,"Space Jam (1996)",Adventure|Animation|Children's|Comedy|Fantasy
1147,"When We Were Kings (1996)",Documentary
188,"Prophecy, The (1995)",Horror
1116,"Single Girl, A (La Fille Seule) (1995)",Drama
123,"Chungking Express (1994)",Drama|Mystery|Romance
1043,"To Gillian on Her 37th Birthday (1996)",Drama|Romance
88,"Black Sheep (1996)",Comedy
1562,"Batman & Robin (1997)",Action|Adventure|Crime
1405,"Beavis and Butt-head Do America (1996)",Animation|Comedy
1493,"Love and Other Catastrophes (1996)",Romance
1598,"Desperate Measures (1998)",Crime|Drama|Thriller
1579,"For Ever Mozart (1996)",Drama
523,"Ruby in Paradise (1993)",Drama
145,"Bad Boys (1995)",Action
1384,"Substance of Fire, The (1996)",Drama
1371,"Star Trek: The Motion Picture (1979)",Action|Adventure|Sci-Fi
1902,"Dream for an Insomniac (1996)",Drama|Romance
1139,"Everything Relative (1996)",Drama
1882,"Godzilla (1998)",Action|Sci-Fi
1767,"Music From Another Room (1998)",Drama|Romance
1728,"Winter Guest, The (1997)",Drama
1343,"Cape Fear (1991)",Thriller
343,"Baby-Sitters Club, The (1995)",Children's
1768,"Mat' i syn (1997)",Drama
1380,"Grease (1978)",Comedy|Musical|Romance
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror
594,"Snow White and the Seven Dwarfs (1937)",Animation|Children's|Musical
1383,"Adrenalin: Fear the Rush (1996)",Action|Sci-Fi
916,"Roman Holiday (1953)",Comedy|Romance
1952,"Midnight Cowboy (1969)",Drama
1292,"Being There (1979)",Comedy
1612,"Kiss Me, Guido (1997)",Comedy
278,"Miami Rhapsody (1995)",Comedy
1868,"Truce, The (1996)",Drama|War
185,"Net, The (1995)",Sci-Fi|Thriller
1873,"Misérables, Les (1998)",Drama
477,"What's Love Got to Do with It? (1993)",Drama
313,"Swan Princess, The (1994)",Animation|Children's
1526,"Fathers' Day (1997)",Comedy
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1722,"Tomorrow Never Dies (1997)",Action|Romance|Thriller
637,"Sgt. Bilko (1996)",Comedy
